scenario,calibration_mode,domain,domain_label,route,route_label,mean_licensed_discovery_utility,mean_cost_normalized_utility,mean_overclaim_rate,mean_evaluator_strength,goal_clarity,route_domain_applicability,licensed_ordering_available,rank,scenario_label,mean_claim_gap,mean_overclaim_gap,mean_claim_calibration_accuracy
base_model_scaling,imperfect,machine_learning,Machine learning,hybrid_calibrated_loop,Hybrid-Cal loop,0.12271195537020585,0.3243607691653874,0.022416922466409903,0.7377117410414614,0.8200000000000001,0.8200000000000001,1.0,2,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,machine_learning,Machine learning,specialized_foundation_model,Specialized foundation model,0.05632515413371029,0.135213433837303,0.03847016450284929,0.6439861401640598,0.8200000000000001,0.6199999999999999,1.0,3,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,machine_learning,Machine learning,multi_agent_coscientist,Multi-agent co-scientist,0.05440911491080482,0.15342079756329002,0.1311733278053699,0.584838942510091,0.8200000000000001,0.66,1.0,4,Base model-only scaling,0.015626862432379693,0.1,0.5650976621465731
base_model_scaling,imperfect,machine_learning,Machine learning,ai_scientist_pipeline,End-to-end AI scientist pipeline,0.033897599880281445,0.10990197693690533,0.1624958656161158,0.5226548278760339,0.8200000000000001,0.8599999999999998,1.0,5,Base model-only scaling,0.08883703258369335,0.9,0.42921349413869747
base_model_scaling,imperfect,machine_learning,Machine learning,llm_research_assistant,Human-led LLM assistant,0.03297212659858273,0.11924299888540588,0.12596684140874384,0.5463594223292411,0.8200000000000001,0.7200000000000001,1.0,6,Base model-only scaling,0.014327231178372988,0.1,0.5282830980033721
base_model_scaling,imperfect,machine_learning,Machine learning,self_driving_laboratory,Self-driving laboratory,0.012153664122735924,0.028736697186014414,0.03221773097154228,0.7689750960590744,0.8200000000000001,0.20000000000000004,1.0,7,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,materials,Materials,hybrid_calibrated_loop,Hybrid-Cal loop,0.12065745807312474,0.24931179357186325,0.022774086460139953,0.7073364557512564,0.7200000000000001,0.8599999999999998,1.0,1,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,materials,Materials,specialized_foundation_model,Specialized foundation model,0.07280181921393332,0.1439583254715798,0.03889652649461572,0.6131401422005742,0.7200000000000001,0.8800000000000004,1.0,2,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,materials,Materials,multi_agent_coscientist,Multi-agent co-scientist,0.05130585953829621,0.12507834917106736,0.12514316419160043,0.5544472636207003,0.7200000000000001,0.7200000000000001,1.0,3,Base model-only scaling,0.04754158571162673,0.3,0.5550937437572105
base_model_scaling,imperfect,materials,Materials,self_driving_laboratory,Self-driving laboratory,0.05117765018129213,0.07324963697718219,0.03252626025021093,0.738230766599376,0.7200000000000001,0.9200000000000002,1.0,4,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,materials,Materials,algorithmic_math_agent,Algorithmic and mathematical discovery agent,0.050843785617893135,0.19236818812238704,0.023783569469530506,0.7941347690334573,0.7200000000000001,0.3399999999999999,1.0,5,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,materials,Materials,llm_research_assistant,Human-led LLM assistant,0.0226503061039025,0.07510238302937765,0.11758369035250897,0.5159242068535722,0.7200000000000001,0.5999999999999999,1.0,6,Base model-only scaling,0.04374622136212188,0.0,0.5255295374022236
base_model_scaling,imperfect,materials,Materials,ai_scientist_pipeline,End-to-end AI scientist pipeline,0.010586879446944662,0.03196029496151381,0.16668040755535735,0.4927420004972268,0.7200000000000001,0.5600000000000003,1.0,7,Base model-only scaling,0.14880591458129958,0.4,0.42658236987523557
base_model_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,algorithmic_math_agent,Algorithmic and mathematical discovery agent,0.2373274113981833,0.911076988866275,0.02094852945307214,0.8990658577771071,0.9499999999999996,0.9600000000000005,1.0,1,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,hybrid_calibrated_loop,Hybrid-Cal loop,0.19652467681171557,0.6488520474436359,0.021495648300226832,0.8114075981061296,0.9499999999999996,0.8200000000000001,1.0,2,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,ai_scientist_pipeline,End-to-end AI scientist pipeline,0.14586812857912915,0.5002940490507477,0.06501462963296306,0.5956509530032303,0.9499999999999996,0.6999999999999998,1.0,3,Base model-only scaling,0.0002502678396122348,0.0,0.9665220260488689
base_model_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,multi_agent_coscientist,Multi-agent co-scientist,0.1292231306894482,0.4082718202102587,0.05121926709653936,0.6578625580064683,0.9499999999999996,0.5499999999999999,1.0,4,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,llm_research_assistant,Human-led LLM assistant,0.10081333789733286,0.3884756346512181,0.058212669562437,0.6197724638264045,0.9499999999999996,0.5999999999999999,1.0,5,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,specialized_foundation_model,Specialized foundation model,0.06589042769673718,0.18669318662941053,0.03746091319168195,0.7172613866010702,0.9499999999999996,0.42000000000000004,1.0,6,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,mathematics_algorithms,Mathematics and algorithms,self_driving_laboratory,Self-driving laboratory,0.005226168559619226,0.023116710898100818,0.03141836899070426,0.8420893988559145,0.9499999999999996,0.05000000000000001,1.0,7,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,open_ended_problem_formulation,Open-ended problem formulation,hybrid_calibrated_loop,Hybrid-Cal loop,0.0063528435206042745,0.014891703250235764,0.023891728508510637,0.6086058490466097,0.25,0.5999999999999999,0.0,,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,open_ended_problem_formulation,Open-ended problem formulation,algorithmic_math_agent,Algorithmic and mathematical discovery agent,0.004408911718447994,0.016807165319670744,0.02498599967368007,0.694933775237096,0.25,0.3499999999999999,0.0,,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,open_ended_problem_formulation,Open-ended problem formulation,self_driving_laboratory,Self-driving laboratory,-0.0013492749342001813,-0.002374881415801021,0.033353571673625085,0.6401189703265802,0.25,0.29999999999999993,0.0,,Base model-only scaling,0.0,0.0,1.0
base_model_scaling,imperfect,open_ended_problem_formulation,Open-ended problem formulation,specialized_foundation_model,Specialized foundation model,-0.0036660926589245435,-0.007926091424944737,0.04415182899473568,0.5149394166310184,0.25,0.45000000000000007,0.0,,Base model-only scaling,0.0005602477388482093,0.0,0.9638377947644203
base_model_scaling,imperfect,open_ended_problem_formulation,Open-ended problem formulation,multi_agent_coscientist,Multi-agent co-scientist,-0.028863591859133824,-0.07500604614523361,0.10573575959524757,0.45692710298610956,0.25,0.66,0.0,,Base model-only scaling,0.11955448997036486,0.1,0.5469626359482633
base_model_scaling,imperfect,open_ended_problem_formulation,Open-ended problem formulation,llm_research_assistant,Human-led LLM assistant,-0.031804620461338105,-0.10925219411639239,0.09824917588255817,0.41831030865762797,0.25,0.7200000000000001,0.0,,Base model-only scaling,0.11547686869850038,0.8,0.5163064177397965
base_model_scaling,imperfect,open_ended_problem_formulation,Open-ended problem formulation,ai_scientist_pipeline,End-to-end AI scientist pipeline,-0.05234893249799394,-0.15701999584582899,0.1603162708004146,0.3953236048323143,0.25,0.58,0.0,,Base model-only scaling,0.24542366027172427,0.8,0.41795659878261093
calibration_governance,imperfect,biology,Biology,hybrid_calibrated_loop,Hybrid-Cal loop,0.1094451457772577,0.21488307752474434,1.8818576999972482e-06,0.7568360512962675,0.58,0.8599999999999998,1.0,1,Calibration governance,0.0,0.0,1.0
calibration_governance,imperfect,biology,Biology,multi_agent_coscientist,Multi-agent co-scientist,0.09691943991394869,0.22827784578562005,0.034325708198863554,0.5966554730880832,0.58,0.9000000000000001,1.0,2,Calibration governance,0.0,0.0,1.0
calibration_governance,imperfect,biology,Biology,specialized_foundation_model,Specialized foundation model,0.06886465320024408,0.13062046578915787,0.007235354000687097,0.6578816922977473,0.58,0.8200000000000001,1.0,3,Calibration governance,0.0,0.0,1.0
calibration_governance,imperfect,biology,Biology,llm_research_assistant,Human-led LLM assistant,0.05991585526187598,0.19382007703918788,0.02792309044505779,0.5557262205612529,0.58,0.7799999999999999,1.0,4,Calibration governance,0.0,0.0,1.0
calibration_governance,imperfect,biology,Biology,self_driving_laboratory,Self-driving laboratory,0.04958908449329514,0.06475165201459862,0.0012985141388536041,0.789236680460397,0.58,0.8400000000000001,1.0,5,Calibration governance,0.0,0.0,1.0
calibration_governance,imperfect,biology,Biology,algorithmic_math_agent,Algorithmic and mathematical discovery agent,0.030141485072274814,0.11378838849807278,1.2519693269075623e-06,0.8480201135124507,0.58,0.2200000000000001,1.0,6,Calibration governance,0.0,0.0,1.0
calibration_governance,imperfect,biology,Biology,ai_scientist_pipeline,End-to-end AI scientist pipeline,0.02589074190955242,0.07329862193170333,0.11006455809363928,0.531513276990176,0.58,0.5999999999999999,1.0,7,Calibration governance,0.053710530335572146,0.2,0.5534316160881031
calibration_governance,imperfect,chemistry,Chemistry,hybrid_calibrated_loop,Hybrid-Cal loop,0.1339635464193628,0.2530006577696439,3.323270555784956e-06,0.7758643147900244,0.66,0.8400000000000001,1.0,1,Calibration governance,0.0,0.0,1.0
calibration_governance,imperfect,chemistry,Chemistry,multi_agent_coscientist,Multi-agent co-scientist,0.10236094847353068,0.23519407936434264,0.033952059078466705,0.6155523591110248,0.66,0.7200000000000001,1.0,2,Calibration governance,0.0,0.0,1.0
calibration_governance,imperfect,chemistry,Chemistry,specialized_foundation_model,Specialized foundation model,0.07927158521260194,0.14565086224881874,0.007028306220918672,0.677064150013867,0.66,0.7400000000000001,1.0,3,Calibration governance,0.0,0.0,1.0
calibration_governance,imperfect,chemistry,Chemistry,self_driving_laboratory,Self-driving laboratory,0.0700611346978016,0.08560158828380274,0.001146659428585059,0.8086337220572645,0.66,0.9399999999999997,1.0,4,Calibration governance,0.0,0.0,1.0
calibration_governance,imperfect,chemistry,Chemistry,llm_research_assistant,Human-led LLM assistant,0.06388462059317285,0.20341430066618202,0.027737096034638538,0.5752562578568406,0.66,0.6199999999999999,1.0,5,Calibration governance,0.0,0.0,1.0
calibration_governance,imperfect,chemistry,Chemistry,algorithmic_math_agent,Algorithmic and mathematical discovery agent,0.04269535093197305,0.16091720687055208,1.2611110864213344e-06,0.8672029517099048,0.66,0.25,1.0,6,Calibration governance,0.0,0.0,1.0
calibration_governance,imperfect,chemistry,Chemistry,ai_scientist_pipeline,End-to-end AI scientist pipeline,0.03592014983794785,0.09965673050887644,0.11501893453840265,0.5507160158297995,0.66,0.5,1.0,7,Calibration governance,0.03631469982263293,0.0,0.555083517314641
calibration_governance,imperfect,machine_learning,Machine learning,algorithmic_math_agent,Algorithmic and mathematical discovery agent,0.1507739076371836,0.5751263054722741,1.5572183646690754e-06,0.9061518270662319,0.8200000000000001,0.7799999999999999,1.0,1,Calibration governance,0.0,0.0,1.0
calibration_governance,imperfect,machine_learning,Machine learning,hybrid_calibrated_loop,Hybrid-Cal loop,0.1498456674994096,0.3959480646226322,2.46164733004221e-06,0.8144811660318112,0.8200000000000001,0.8200000000000001,1.0,2,Calibration governance,0.0,0.0,1.0
calibration_governance,imperfect,machine_learning,Machine learning,multi_agent_coscientist,Multi-agent co-scientist,0.11330377578847832,0.317980301603183,0.033418011843110426,0.6542047404760181,0.8200000000000001,0.66,1.0,3,Calibration governance,0.0,0.0,1.0
calibration_governance,imperfect,machine_learning,Machine learning,ai_scientist_pipeline,End-to-end AI scientist pipeline,0.10940775600158428,0.34669432264674005,0.07793308400398904,0.589043925529522,0.8200000000000001,0.8599999999999998,1.0,4,Calibration governance,0.002196967263124451,0.0,0.8732929033081049
